"Age"	"Height"	"Weight"
"child"	65.86601	169.84
"child"	61.57468	97.24
"child"	38.89756	34.98
"child"	66.33845	186.12
"child"	64.29121	218.02
"adult"	63.85814	211.64
"child"	60.82665	111.32
"adult"	60.35421	146.08
"adult"	63.66129	125.4
"adult"	62.40145	145.86
"child"	51.5747	58.74
"adult"	59.01563	138.38
"child"	45.07865	45.32
"child"	52.04714	65.12
"child"	67.00774	119.02
"adult"	67.40144	225.06
"adult"	60.51169	115.06
"adult"	63.7794	117.26
"child"	64.9605	173.36
"adult"	60.47232	166.76
"child"	61.88964	96.14
"child"	65.11798	130.46
"adult"	67.3227	160.16
"adult"	67.12585	244.2
"child"	60.47232	88.88
"child"	44.64558	53.9
"adult"	60.94476	200.86
"adult"	65.82664	200.42
"adult"	63.70066	147.84
"child"	61.29909	110.66
"child"	35.98418	30.36
"child"	61.88964	161.7
"child"	61.96838	154
"adult"	59.13374	168.3
"adult"	66.5353	166.76
"child"	63.81877	94.6
"adult"	62.5983	160.16
"adult"	62.00775	142.56
"child"	69.36994	120.12
"adult"	61.25972	165.44
"adult"	60.66917	154.22
"adult"	62.12586	117.26
"adult"	63.58255	156.2
"adult"	68.58254	278.74
"adult"	60.74791	150.04
"adult"	66.85026	205.26
"adult"	63.07074	219.12
"adult"	63.3857	188.76
"adult"	62.16523	149.6
"adult"	63.34633	188.76
"child"	54.40934	82.28
"adult"	60.82665	131.78
"child"	60.39358	257.84
"child"	56.06288	75.02
"child"	36.29914	30.8
"child"	34.6456	25.96
"adult"	68.26758	148.06
"child"	63.14948	109.78
"adult"	72.55891	203.94
"child"	64.1731	220
"adult"	64.64554	133.32
"child"	52.51958	64.02
"adult"	64.52743	159.72
"adult"	65.7479	143.44
"child"	42.79519	31.46
"adult"	64.99987	161.92
"adult"	64.84239	144.98
"adult"	65.70853	162.36
"child"	67.20459	121
"child"	43.14952	42.46
"child"	41.85031	36.52
"adult"	63.85814	137.5
"child"	64.25184	197.56
"adult"	65.94475	165.88
"adult"	64.88176	135.96
"adult"	66.81089	169.4
"adult"	63.50381	143.88
"adult"	64.84239	129.8
"adult"	64.80302	162.58
"child"	62.71641	184.14
"adult"	61.25972	121.88
"child"	65.07861	102.08
"adult"	64.33058	156.86
"adult"	60.59043	118.36
"child"	63.66129	138.16
"adult"	60.70854	128.48
"adult"	64.99987	205.92
"child"	50.15738	60.28
"adult"	66.22034	164.12
"adult"	59.72429	101.86
"child"	63.74003	133.1
"adult"	62.5983	174.9
"child"	38.07079	46.42
"adult"	58.34634	139.04
"child"	48.0314	44
"adult"	62.32271	142.56
"child"	43.14952	47.3
"adult"	65.59042	254.1
"adult"	61.73216	97.9
"adult"	61.57468	148.06
"adult"	64.33058	135.52
"adult"	65.62979	117.04
"child"	56.73217	88.22
"adult"	60.90539	88
"adult"	62.83452	155.98
"adult"	63.3857	109.78
"child"	56.88965	135.96
"adult"	67.44081	173.58
"child"	52.83454	73.48
"adult"	60.39358	152.9
"adult"	66.5353	206.58
"child"	56.65343	135.08
"child"	46.10227	58.08
"adult"	61.25972	167.64
"adult"	62.79515	132.88
"child"	38.5826	34.32
"adult"	69.72427	162.36
"adult"	65.15735	221.1
"adult"	56.37784	133.54
"adult"	64.48806	198.22
"adult"	60.90539	125.84
"child"	63.97625	95.26
"adult"	59.52744	182.38
"adult"	60.43295	172.48
"child"	67.00774	140.14
"adult"	63.85814	183.04
"child"	60.51169	206.36
"child"	48.0314	77.66
"adult"	63.74003	175.78
"adult"	67.28333	219.56
"adult"	64.21247	117.7
"adult"	65.70853	225.5
"adult"	64.13373	201.96
"adult"	63.26759	198.22
"child"	41.65346	36.08
"child"	54.7243	96.14
"adult"	60.90539	166.76
"child"	34.33064	29.7
"child"	50.7873	58.52
"adult"	63.34633	160.38
"adult"	64.99987	158.18
"adult"	59.09437	141.24
"adult"	65.94475	267.3
"child"	41.3385	40.7
"adult"	66.88963	286.22
"child"	37.7952	34.32
"child"	38.07079	39.38
"adult"	61.0235	206.36
"adult"	68.66128	287.54
"child"	42.16527	37.84
"child"	57.0865	57.42
"adult"	64.40932	187.22
"adult"	60.31484	143
"child"	43.50385	41.58
"adult"	63.85814	141.46
"child"	45.2755	56.76
"adult"	66.41719	247.94
"adult"	66.25971	166.1
"adult"	65.59042	133.76
"adult"	59.99988	142.12
"child"	34.29127	27.5
"adult"	65.90538	192.94
"child"	52.00777	85.58
"adult"	65.19672	246.18
"adult"	62.992	148.94
"child"	39.33063	42.68
"adult"	59.76366	166.76
"adult"	59.33059	109.34
"adult"	66.81089	186.12
"adult"	66.61404	209.66
"child"	62.48019	116.6
"child"	60.03925	87.34
"adult"	57.63768	144.76
"child"	64.68491	197.34
"child"	43.93692	38.06
"adult"	62.83452	207.24
"adult"	64.13373	132.66
"adult"	67.3227	236.72
"child"	58.46445	87.34
"child"	60.70854	136.18
"child"	67.44081	135.96
"adult"	60.59043	120.12
"adult"	70.94474	182.82
"adult"	60.07862	124.3
"adult"	61.57468	116.38
"child"	54.29123	66.44
"adult"	65.3542	194.48
"child"	66.88963	114.84
"child"	46.77156	47.96
"adult"	62.44082	105.38
"adult"	64.13373	127.38
"adult"	68.54317	156.64
"adult"	61.77153	207.9
"child"	63.50381	215.38
"child"	42.67708	39.82
"child"	35.23615	29.48
"adult"	61.06287	124.3
"adult"	61.4172	131.12
"adult"	66.69278	157.96
"adult"	58.93689	145.42
"adult"	65.55105	203.06
"child"	45.86605	40.92
"adult"	62.24397	219.78
"adult"	64.21247	149.6
"adult"	61.57468	230.12
"adult"	66.22034	358.6
"adult"	63.14948	183.04
"adult"	61.73216	208.34
"adult"	60.82665	172.26
"adult"	61.92901	163.46
"child"	62.40145	140.58
"child"	55.62981	60.5
"adult"	61.77153	273.24
"child"	61.57468	166.1
"adult"	63.11011	154.44
"adult"	67.75577	223.08
"child"	37.55898	29.04
"child"	51.88966	68.2
"child"	52.63769	77.22
"adult"	62.36208	134.2
"adult"	66.77152	115.28
"child"	42.32275	40.48
"child"	55.78729	84.48
"child"	59.4487	114.84
"adult"	64.76365	216.26
"adult"	60.35421	131.12
"adult"	59.56681	113.74
"adult"	67.00774	116.38
"adult"	63.89751	124.96
"child"	46.65345	48.62
"adult"	66.37782	147.4
"adult"	64.36995	193.16
"adult"	66.61404	170.5
"adult"	65.59042	156.42
"adult"	57.59831	201.96
"child"	49.48809	53.68
"adult"	61.18098	143.88
"child"	42.36212	40.26
"child"	46.69282	47.96
"adult"	60.66917	128.7
"adult"	58.77941	123.2
"adult"	58.97626	120.34
"child"	33.62198	23.1
"child"	38.03142	30.36
"child"	52.83454	61.6
"child"	66.61404	135.08
"adult"	66.57467	132
"adult"	64.48806	307.12
"child"	59.8424	88.66
"child"	34.01568	27.94
"adult"	60.03925	174.68
"adult"	63.93688	134.64
"child"	65.43294	139.26
"adult"	66.33845	211.64
"adult"	65.23609	126.72
"child"	62.71641	128.92
"adult"	67.04711	199.54
"adult"	64.40932	111.98
"adult"	63.3857	155.1
"adult"	65.23609	151.8
"child"	55.47233	72.6
"child"	36.29914	30.58
"adult"	60.59043	172.04
"child"	62.83452	125.18
"adult"	65.19672	218.9
"adult"	62.2046	150.26
"adult"	65.31483	139.92
"adult"	65.70853	133.98
"child"	60.70854	107.14
"adult"	66.57467	139.92
"adult"	64.1731	154
"adult"	60.47232	164.78
"adult"	64.36995	121.22
"adult"	64.09436	125.62
"child"	41.49598	38.28
"child"	49.92116	63.36
"child"	62.44082	121.66
"child"	67.87388	236.5
"adult"	66.85026	192.5
"adult"	70.39356	169.62
"adult"	63.54318	188.76
"adult"	61.37783	147.4
"child"	62.63767	104.72
"child"	39.21252	44
"adult"	64.5668	179.52
"child"	42.9133	51.7
"adult"	62.32271	102.3
"adult"	60.82665	113.08
"child"	48.85817	54.56
"child"	56.41721	74.58
"adult"	63.03137	160.38
"adult"	61.06287	103.62
"child"	68.74002	132.66
"child"	48.50384	47.52
"adult"	63.11011	262.24
"adult"	65.70853	250.8
"child"	65.7479	121
"child"	66.33845	137.5
"adult"	64.05499	228.58
"adult"	63.14948	134.2
"child"	33.30702	25.96
"child"	58.54319	92.84
"child"	40.03929	37.18
"child"	65.15735	125.18
"adult"	60.27547	140.14
"child"	61.65342	107.36
"adult"	69.56679	238.48
"adult"	62.67704	144.98
"adult"	64.72428	134.64
"adult"	59.40933	84.7
"child"	63.46444	131.34
"adult"	66.18097	139.48
"adult"	64.1731	137.72
"child"	45.74794	40.48
"adult"	63.58255	127.38
"adult"	66.69278	200.64
"adult"	64.5668	156.2
"child"	36.10229	26.4
"child"	35.27552	31.68
"adult"	62.95263	185.46
"adult"	59.40933	137.28
"child"	58.6613	73.7
"child"	65.59042	117.04
"child"	62.24397	160.82
"child"	62.08649	103.84
"adult"	63.97625	111.54
"child"	55.82666	92.62
"child"	57.59831	69.08
"child"	51.92903	57.42
"adult"	63.34633	187.66
"child"	62.79515	93.28
"adult"	64.05499	112.86
"child"	49.56683	59.4
"child"	62.00775	102.3
"adult"	63.62192	203.5
"child"	63.66129	103.18
"adult"	63.03137	178.42
"child"	50.35423	55
"child"	49.56683	55.22
"child"	51.06289	60.5
"adult"	71.02348	177.76
"adult"	65.98412	156.64
"adult"	65.98412	182.38
"child"	40.62984	35.64
"adult"	64.1731	163.68
"child"	64.01562	147.4
"child"	40.82669	39.6
"child"	41.02354	48.84
"child"	63.14948	113.08
"child"	54.52745	79.64
"child"	64.33058	105.82
"adult"	61.73216	115.5
"child"	66.02349	107.58
"child"	60.59043	117.26
"child"	50.15738	49.94
"adult"	63.46444	209.22
"child"	51.14163	52.8
"adult"	66.69278	162.36
"adult"	69.17309	167.86
"adult"	63.46444	139.48
"child"	60.98413	141.46
"adult"	60.07862	268.84
"child"	46.0629	55.66
"adult"	66.33845	199.76
"adult"	62.75578	211.86
"adult"	60.27547	166.1
"adult"	61.73216	148.28
"adult"	64.72428	115.5
"adult"	62.16523	139.7
"adult"	61.14161	256.74
"child"	62.08649	197.56
"child"	62.75578	119.02
"child"	64.21247	164.56
"adult"	65.98412	108.46
"child"	39.92118	33.88
"adult"	65.23609	300.52
"adult"	59.13374	123.64
"child"	58.85815	75.02
"adult"	63.14948	233.64
"adult"	63.03137	155.1
"child"	56.45658	109.12
"adult"	61.22035	125.84
"adult"	62.28334	149.16
"child"	43.307	38.72
"adult"	63.89751	187
"child"	65.59042	98.34
"child"	59.25185	142.56
"child"	67.7164	130.02
"adult"	58.46445	109.78
"adult"	61.85027	103.18
"child"	66.5353	120.56
"adult"	60.94476	194.26
"adult"	60.90539	137.5
"adult"	59.40933	148.28
"child"	61.85027	108.02
"adult"	60.51169	212.52
"adult"	63.50381	158.18
"adult"	63.81877	120.34
"child"	53.5432	106.48
"child"	50.7873	68.86
"adult"	62.79515	147.62
"adult"	57.00776	119.46
"child"	57.04713	111.1
"adult"	62.28334	136.84
"child"	61.88964	163.02
"adult"	62.24397	176.44
"adult"	57.55894	157.08
"adult"	64.68491	209.44
"adult"	67.44081	190.08
"adult"	61.37783	238.92
"adult"	64.09436	220.88
"child"	62.40145	274.34
"child"	62.00775	139.92
"adult"	63.62192	181.28
"adult"	61.33846	165
"child"	61.45657	168.74
"adult"	64.88176	174.24
"child"	40.11803	34.98
"child"	45.35424	43.78
"adult"	67.20459	133.98
"adult"	69.72427	256.74
"adult"	62.67704	162.36
"child"	62.40145	188.1
"adult"	59.01563	190.3
"adult"	63.30696	210.32
"adult"	65.62979	189.2
"child"	45.90542	53.68
"adult"	67.24396	114.84
"adult"	63.66129	139.48
"adult"	61.22035	249.04
"adult"	67.3227	176.44
"adult"	68.97624	184.36
"adult"	62.32271	273.9
"adult"	64.44869	143.88
"adult"	63.62192	145.64
"child"	34.56686	28.38
"adult"	64.21247	150.7
"child"	50.90541	54.56
"adult"	64.44869	210.54
"adult"	62.08649	135.74
"child"	65.51168	121.44
"child"	59.64555	105.82
"adult"	61.57468	136.4
"adult"	60.51169	165.88
"child"	35.78733	31.68
"adult"	60.94476	192.94
"adult"	63.07074	164.56
"child"	57.4802	131.34
"child"	65.66916	116.16
"adult"	60.86602	147.62
"child"	62.51956	270.82
"adult"	63.26759	133.32
"child"	32.87395	25.3
"child"	62.16523	178.2
"child"	47.00778	48.4
"adult"	58.81878	165.66
"adult"	65.51168	158.4
"child"	45.51172	46.86
"adult"	65.43294	166.32
"child"	63.26759	175.34
"adult"	64.1731	141.9
"child"	62.63767	98.56
"adult"	63.89751	146.52
"adult"	59.72429	110.66
"child"	51.88966	77
"adult"	63.03137	179.96
"child"	61.69279	111.98
"adult"	62.75578	207.9
"adult"	67.75577	149.16
"adult"	61.88964	133.1
"adult"	64.21247	132
"adult"	59.8424	121.44
"child"	37.08654	29.48
"adult"	61.8109	138.6
"adult"	67.36207	315.92
"adult"	61.57468	94.16
"child"	37.20465	29.26
"adult"	65.31483	117.48
"adult"	62.67704	231.66
"child"	65.70853	188.98
"adult"	59.76366	167.42
"adult"	62.28334	200.86
"adult"	57.63768	127.6
"child"	56.41721	78.1
"child"	64.44869	147.84
"adult"	65.39357	164.56
"adult"	64.33058	346.28
"child"	59.055	151.36
"child"	33.18891	25.52
"child"	48.38573	51.7
"adult"	65.82664	141.68
"adult"	61.85027	240.24
"child"	65.78727	200.64
"child"	58.6613	70.4
"adult"	61.10224	174.9
"child"	39.48811	33.44
"child"	53.38572	80.96
"adult"	60.74791	121.66
"child"	62.48019	140.14
"adult"	60.66917	172.26
"child"	38.03142	34.1
"adult"	62.24397	121.44
"adult"	63.34633	158.62
"child"	64.1731	196.02
"child"	61.18098	105.6
"child"	55.15737	76.78
"adult"	65.23609	215.16
"child"	62.2046	153.12
"adult"	62.95263	196.68
"adult"	59.88177	142.78
"adult"	62.16523	193.16
"adult"	60.31484	199.1
"adult"	62.40145	116.82
"child"	49.76368	62.04
"adult"	66.45656	191.4
"child"	64.21247	101.42
"adult"	67.48018	167.2
"child"	51.65344	53.68
"child"	55.15737	67.32
"adult"	63.89751	228.58
"child"	34.60623	27.06
"adult"	65.23609	130.9
"child"	47.12589	49.94
"child"	45.86605	43.78
"child"	64.13373	111.76
"adult"	65.55105	119.68
"child"	63.22822	116.16
"adult"	65.11798	189.86
"adult"	58.54319	133.54
"adult"	62.71641	226.38
"adult"	61.57468	133.1
"adult"	64.84239	152.24
"adult"	60.82665	190.3
"child"	59.68492	95.48
"adult"	59.40933	175.34
"adult"	63.46444	163.46
"adult"	57.95264	108.46
"adult"	67.67703	251.68
"child"	57.75579	81.84
"child"	48.93691	53.46
"child"	46.53534	59.84
"child"	36.6141	32.56
"child"	65.51168	194.04
"child"	63.18885	140.36
"adult"	61.88964	100.76
"adult"	63.66129	139.92
"adult"	61.92901	137.72
"child"	49.36998	58.52
"adult"	67.59829	169.18
"adult"	66.33845	325.82
"adult"	61.73216	167.2
"adult"	67.7164	170.28
"adult"	61.61405	248.38
"child"	59.40933	118.58
"adult"	69.05498	172.04
"adult"	65.62979	170.5
"child"	34.56686	29.04
"child"	64.88176	112.64
"adult"	66.33845	136.4
"adult"	60.98413	183.48
"child"	56.10225	103.4
"adult"	67.3227	166.54
"child"	56.92902	67.98
"adult"	63.30696	161.7
"adult"	60.15736	158.62
"adult"	62.63767	168.3
"child"	34.01568	31.24
"adult"	65.59042	183.7
"adult"	66.02349	126.06
"child"	37.91331	32.34
"adult"	66.1416	218.68
"adult"	64.1731	150.04
"adult"	60.15736	116.16
"adult"	55.47233	130.02
"adult"	63.85814	123.64
"adult"	59.055	176.66
"adult"	58.46445	209.44
"adult"	65.98412	202.18
"child"	43.89755	43.78
"adult"	64.29121	136.84
"adult"	68.93687	268.4
"child"	40.07866	33.88
"adult"	62.28334	131.78
"adult"	64.29121	117.7
"child"	43.77944	39.82
"adult"	60.66917	152.9
"child"	62.83452	136.18
"child"	40.11803	42.9
"child"	66.96837	197.12
"adult"	65.55105	120.34
"child"	62.00775	113.3
"adult"	66.02349	168.08
"adult"	65.55105	187.66
"adult"	62.2046	103.84
"child"	41.3385	42.9
"child"	58.38571	73.7
"child"	59.4487	88.88
"child"	33.50387	21.56
"adult"	61.77153	196.68
"child"	64.13373	133.32
"child"	43.50385	50.16
"adult"	61.06287	127.6
"child"	66.45656	202.18
"child"	58.14949	106.92
"adult"	64.60617	155.98
"adult"	64.92113	299.86
"child"	61.73216	117.92
"child"	43.38574	42.02
"adult"	58.2676	196.9
"child"	54.88178	88.22
"child"	63.81877	123.2
"child"	37.44087	33.22
"child"	54.01564	74.8
"child"	65.27546	129.8
"adult"	67.12585	211.64
"child"	64.64554	172.48
"child"	64.1731	181.28
"adult"	62.71641	118.14
"child"	64.9605	144.32
"adult"	62.63767	164.34
"adult"	62.63767	209.88
"child"	64.36995	114.62
"adult"	58.93689	144.32
"adult"	59.29122	137.5
"adult"	65.47231	147.18
"adult"	59.76366	104.28
"child"	64.5668	124.96
"child"	65.66916	198.88
"adult"	67.63766	223.96
"child"	51.22037	51.92
"adult"	62.32271	230.34
"child"	56.2991	85.8
"adult"	64.64554	114.4
"child"	61.73216	112.42
"child"	54.09438	68.42
"adult"	62.32271	80.74
"adult"	66.77152	168.08
"adult"	65.94475	196.02
"child"	64.80302	114.62
"adult"	65.31483	162.58
"adult"	61.53531	148.28
"child"	59.80303	190.3
"child"	67.12585	137.28
"child"	37.20465	30.14
"child"	64.76365	183.48
"adult"	67.00774	223.08
"child"	56.65343	68.2
"adult"	64.68491	180.4
"child"	60.39358	121.22
"adult"	65.90538	181.72
"adult"	64.68491	131.78
"adult"	64.48806	139.26
"adult"	63.89751	198.22
"adult"	65.86601	154
"child"	66.69278	131.12
"child"	52.32273	75.46
"adult"	64.52743	168.3
"child"	60.2361	110.44
"adult"	63.30696	244.86
"adult"	62.51956	110.88
"adult"	63.70066	196.24
"adult"	63.42507	131.56
"adult"	66.1416	214.06
"adult"	61.92901	109.78
"adult"	62.51956	142.34
"adult"	61.53531	198.44
"adult"	63.7794	178.86
"child"	52.55895	97.9
"child"	35.19678	26.4
"child"	69.72427	174.68
"adult"	64.1731	135.3
"adult"	61.69279	145.2
"adult"	63.74003	116.6
"adult"	65.27546	264.22
"adult"	58.77941	114.4
"child"	40.78732	43.12
"adult"	66.02349	176.22
"child"	57.51957	97.46
"child"	58.85815	94.82
"adult"	62.63767	185.24
"child"	44.29125	55.66
"adult"	68.03136	212.3
"adult"	63.54318	106.04
"child"	48.97628	57.42
"adult"	68.18884	273.9
"adult"	64.05499	185.24
"child"	48.54321	56.32
"child"	34.05505	32.34
"adult"	63.66129	125.4
"adult"	61.25972	143
"adult"	67.40144	178.42
"adult"	62.63767	197.34
"child"	62.28334	101.64
"child"	61.8109	128.7
"adult"	62.87389	177.1
"child"	61.69279	101.86
"adult"	65.19672	123.64
"adult"	64.72428	212.96
"child"	64.29121	124.3
"adult"	67.83451	190.96
"adult"	64.29121	145.86
"child"	57.71642	108.9
"child"	64.09436	143.66
"adult"	59.21248	160.16
"child"	44.4881	42.46
"adult"	61.8109	156.2
"child"	43.77944	45.1
"child"	40.19677	33
"adult"	62.12586	245.74
"child"	32.16529	24.64
"adult"	65.55105	120.78
"adult"	57.24398	107.36
"child"	65.47231	183.92
"child"	45.62983	52.36
"child"	47.04715	52.36
"adult"	60.11799	168.3
"adult"	61.29909	162.58
"adult"	62.36208	133.76
"adult"	64.29121	203.06
"adult"	65.31483	153.34
"child"	47.12589	45.1
"adult"	64.1731	120.34
"child"	33.18891	27.06
"adult"	58.2676	147.18
"adult"	66.61404	167.2
"child"	67.79514	156.64
"adult"	62.12586	173.14
"child"	52.12588	62.92
"adult"	68.77939	150.7
"child"	58.14949	89.1
"adult"	67.79514	126.94
"child"	44.05503	46.86
"child"	61.18098	109.56
"adult"	60.07862	110.44
"adult"	63.34633	180.18
"child"	70.03923	156.42
"child"	44.25188	43.34
"child"	63.58255	187.88
"adult"	64.84239	170.06
"adult"	63.07074	150.7
"adult"	65.59042	142.12
"child"	48.62195	70.84
"adult"	61.96838	116.82
"adult"	65.86601	239.14
"adult"	66.41719	183.04
"child"	44.21251	51.92
"adult"	62.63767	214.06
"adult"	65.98412	164.34
"adult"	67.3227	190.96
"adult"	59.99988	169.18
"child"	70.19671	169.18
"adult"	65.66916	281.16
"child"	61.65342	91.08
"child"	66.29908	148.72
"adult"	63.46444	173.58
"adult"	60.66917	158.18
"child"	36.14166	26.84
"child"	44.13377	40.04
"adult"	62.36208	103.4
"adult"	62.12586	170.28
"child"	61.4172	128.26
"child"	66.65341	167.64
"adult"	65.31483	134.42
"adult"	67.67703	187.44
"adult"	62.08649	154.88
"child"	59.33059	88
"adult"	63.34633	172.48
"child"	45.07865	44.88
"adult"	59.13374	118.14
"child"	51.33848	64.9
"child"	61.0235	117.48
"adult"	64.52743	113.74
"adult"	62.44082	162.58
"adult"	61.85027	245.3
"child"	64.25184	135.52
"adult"	59.64555	157.74
"adult"	66.1416	198
"child"	38.62197	32.78
"child"	62.04712	108.68
"adult"	59.8424	221.76
"adult"	67.00774	308
"child"	36.25977	30.36
"adult"	61.61405	164.12
"adult"	61.18098	164.56
"adult"	61.22035	144.76
"child"	52.32273	82.94
"child"	58.97626	133.1
"child"	35.94481	29.04
"adult"	57.0865	132.22
"child"	44.05503	44.88
"adult"	68.54317	206.8
"adult"	64.80302	165.66
"adult"	60.82665	143.22
"adult"	65.43294	185.02
"child"	39.33063	31.9
"adult"	62.75578	128.48
"child"	64.01562	119.9
"adult"	58.85815	134.42
"adult"	65.94475	152.24
"child"	62.24397	146.52
"adult"	63.46444	126.28
"child"	46.92904	46.86
"adult"	70.0786	267.52
"child"	52.91328	76.12
"adult"	66.18097	144.76
"adult"	66.929	308.22
"child"	51.5747	61.38
"adult"	59.33059	92.18
"adult"	68.62191	144.98
"child"	63.18885	118.8
"adult"	67.24396	164.78
"adult"	68.66128	209.88
"child"	57.0865	128.92
"adult"	65.62979	135.52
"adult"	63.66129	114.18
"adult"	67.63766	256.74
"adult"	62.95263	157.96
"adult"	66.69278	203.94
"adult"	66.929	164.12
"child"	61.85027	98.12
"adult"	62.71641	171.82
"adult"	66.81089	256.74
"child"	61.92901	120.56
"adult"	65.19672	217.14
"adult"	65.27546	137.94
"adult"	63.85814	110.66
"adult"	68.70065	167.2
"child"	44.80306	44.66
"child"	55.47233	77
"adult"	61.4172	137.28
"child"	68.07073	128.7
"adult"	59.25185	178.86
"adult"	59.40933	108.02
"adult"	60.98413	94.38
"adult"	65.51168	239.36
"adult"	69.2912	138.16
"adult"	62.79515	176.88
"adult"	65.11798	241.34
"child"	33.18891	25.52
"adult"	65.27546	274.34
"child"	46.92904	38.94
"adult"	66.73215	157.96
"adult"	63.11011	130.68
"adult"	66.73215	171.82
"child"	60.47232	245.08
"adult"	62.28334	155.76
"adult"	67.20459	241.34
"child"	61.33846	111.32
"adult"	57.99201	181.72
"child"	34.88182	28.16
"adult"	62.55893	141.9
"child"	33.22828	24.2
"adult"	66.18097	128.92
"adult"	65.07861	241.78
"adult"	61.25972	182.6
"child"	58.93689	99.66
"child"	42.63771	38.5
"adult"	63.50381	139.48
"child"	52.20462	65.78
"child"	54.88178	74.36
"adult"	63.14948	139.26
"adult"	64.09436	121.44
"adult"	69.6849	163.46
"child"	64.36995	114.4
"child"	67.44081	137.06
"adult"	65.07861	164.34
"child"	42.99204	36.08
"adult"	68.77939	166.1
"adult"	57.51957	114.18
"child"	42.79519	44.66
"adult"	64.9605	106.48
"adult"	57.71642	114.62
"adult"	59.09437	164.12
"child"	61.61405	158.4
"adult"	62.63767	148.94
"adult"	62.16523	197.78
"child"	52.28336	55.66
"child"	65.98412	124.3
"adult"	57.55894	82.5
"adult"	61.06287	132.88
"adult"	62.16523	136.18
"adult"	61.92901	172.26
"child"	59.99988	102.74
"child"	54.13375	71.72
"adult"	65.15735	136.18
"adult"	62.5983	229.68
"adult"	58.97626	201.08
"adult"	60.39358	157.3
"adult"	65.82664	186.78
"adult"	59.68492	175.34
"child"	61.33846	92.62
"child"	60.39358	117.92
"child"	49.05502	52.8
"adult"	63.22822	220.22
"child"	48.89754	67.54
"child"	62.992	154.44
"adult"	62.04712	164.12
"child"	42.00779	40.7
"adult"	60.39358	149.16
"child"	61.65342	174.68
"child"	58.07075	88.44
"child"	46.37786	46.42
"child"	59.29122	93.5
"adult"	64.05499	173.8
"child"	50.35423	65.56
"adult"	63.26759	161.26
"adult"	63.26759	207.68
"child"	43.26763	39.82
"adult"	66.65341	161.26
"adult"	58.11012	115.94
"child"	53.34635	58.08
"child"	61.06287	91.96
"adult"	67.63766	176.44
"adult"	63.22822	108.02
"child"	59.64555	87.56
"adult"	66.33845	275.66
"child"	64.88176	140.36
"adult"	65.23609	140.8
"child"	60.31484	104.72
"adult"	66.25971	258.06
"adult"	65.55105	162.36
"child"	56.73217	99.44
"adult"	64.1731	110.22
"child"	38.74008	31.46
"adult"	65.11798	148.06
"adult"	63.85814	123.42
"adult"	60.11799	181.72
"adult"	59.36996	126.94
"child"	40.43299	47.74
"child"	66.25971	127.82
"adult"	64.60617	135.08
"adult"	62.44082	142.12
"child"	58.81878	139.7
"adult"	59.13374	141.68
"child"	39.29126	31.68
"child"	61.0235	180.62
"child"	67.28333	118.8
"child"	64.29121	122.32
"adult"	61.14161	119.24
"adult"	63.30696	186.34
"adult"	63.62192	127.16
"adult"	60.86602	157.08
"adult"	69.25183	156.86
"child"	66.10223	148.28
"child"	36.06292	36.08
"adult"	68.97624	174.9
"adult"	60.51169	209.22
"adult"	60.94476	141.68
"adult"	62.2046	139.26
"child"	66.85026	180.4
"child"	67.40144	135.52
"adult"	63.54318	130.68
"child"	48.07077	51.04
"child"	62.95263	283.58
"adult"	67.83451	147.4
"adult"	66.29908	129.8
"adult"	65.55105	240.46
"child"	65.86601	174.02
"adult"	63.07074	155.98
"adult"	59.64555	202.62
"adult"	63.85814	216.26
"adult"	65.3542	195.36
"child"	59.72429	120.12
"adult"	61.96838	100.1
"adult"	63.26759	125.18
"adult"	64.9605	299.64
"adult"	63.85814	124.96
"adult"	64.64554	166.1
"child"	61.96838	151.58
"child"	50.55108	48.84
"child"	52.08651	63.58
"adult"	61.57468	118.8
"adult"	63.93688	169.62
"child"	65.86601	144.54
"adult"	62.51956	140.8
"child"	62.40145	133.76
"child"	37.32276	47.3
"adult"	64.84239	217.14
"adult"	60.6298	131.56
"child"	35.66922	28.38
"adult"	61.10224	182.82
"child"	36.33851	30.36
"child"	63.3857	194.48
"child"	66.41719	234.96
"adult"	65.3542	130.02
"child"	63.07074	132.22
"adult"	60.86602	153.56
"adult"	59.25185	89.98
"child"	62.16523	98.56
"child"	54.60619	94.38
"adult"	66.69278	130.02
"adult"	60.59043	123.2
"child"	62.67704	156.2
"child"	45.35424	46.64
"adult"	61.18098	176.66
"adult"	61.22035	223.96
"adult"	61.10224	157.96
"child"	36.33851	28.38
"adult"	64.64554	144.76
"child"	69.36994	128.7
"adult"	61.85027	220.66
"child"	55.15737	103.62
"adult"	65.55105	159.5
"adult"	65.07861	224.62
"adult"	62.04712	142.78
"adult"	66.77152	168.96
"child"	64.60617	188.54
"adult"	63.26759	165.44
"child"	62.71641	112.86
"adult"	63.74003	200.64
"adult"	65.15735	151.8
"adult"	64.9605	152.9
"adult"	60.82665	181.72
"child"	40.35425	34.32
"child"	62.44082	140.36
"child"	57.63768	86.02
"adult"	60.78728	203.28
"child"	50.07864	53.46
"adult"	59.29122	170.72
"adult"	66.33845	173.8
"child"	66.37782	206.36
"adult"	63.85814	154.66
"adult"	59.80303	161.04
"child"	39.48811	33.44
"child"	65.03924	157.3
"adult"	57.59831	95.48
"child"	64.84239	98.34
"adult"	63.85814	127.82
"adult"	63.14948	145.86
"adult"	64.1731	157.3
"child"	39.09441	37.18
"child"	44.4881	45.1
"adult"	65.3542	212.96
