"Age"	"Height"	"Weight"
"child"	48.8188	51.04
"adult"	63.74003	139.7
"adult"	65.66916	137.72
"child"	57.8739	74.36
"adult"	66.65341	193.38
"adult"	64.92113	200.42
"adult"	62.83452	186.12
"child"	41.57472	35.42
"child"	57.67705	73.7
"child"	34.21253	27.06
"child"	60.43295	170.28
"adult"	63.66129	131.56
"child"	62.67704	180.62
"adult"	61.61405	111.1
"adult"	63.7794	186.78
"adult"	65.70853	171.82
"adult"	60.55106	120.56
"adult"	58.70067	109.78
"adult"	62.71641	170.72
"adult"	64.88176	161.7
"adult"	57.71642	183.04
"adult"	60.90539	145.42
"child"	45.47235	46.42
"child"	62.44082	103.18
"child"	41.25976	38.06
"child"	60.03925	121.22
"child"	58.77941	109.78
"child"	54.96052	77.44
"child"	59.01563	77.22
"child"	69.92112	281.38
"adult"	68.22821	199.76
"adult"	68.70065	227.7
"adult"	59.17311	161.04
"adult"	65.23609	124.96
"adult"	64.25184	161.26
"child"	46.57471	56.1
"adult"	64.33058	188.32
"child"	42.16527	38.72
"child"	62.12586	98.78
"child"	66.96837	152.68
"child"	36.88969	29.48
"adult"	61.18098	116.38
"adult"	64.09436	212.96
"adult"	59.72429	131.78
"child"	42.55897	44
"adult"	61.22035	190.3
"adult"	64.40932	157.52
"adult"	58.46445	106.26
"child"	60.66917	108.68
"child"	54.96052	66.66
"child"	54.17312	67.76
"adult"	64.13373	267.96
"adult"	62.24397	145.42
"adult"	66.1416	148.94
"adult"	67.28333	153.34
"child"	64.48806	120.12
"child"	63.46444	106.48
"adult"	64.1731	179.3
"adult"	61.61405	196.68
"adult"	60.15736	135.74
"adult"	65.47231	132.66
"child"	54.68493	61.38
"child"	34.84245	27.28
"adult"	64.76365	184.8
"child"	36.37788	33.88
"adult"	65.98412	174.24
"child"	60.47232	134.42
"child"	53.81879	73.26
"adult"	65.43294	95.26
"adult"	65.59042	225.06
"child"	62.87389	144.98
"child"	39.96055	34.76
"child"	35.8267	53.68
"adult"	63.46444	163.68
"adult"	62.04712	142.12
"adult"	62.79515	173.58
"child"	64.64554	134.64
"adult"	65.66916	168.52
"child"	59.4487	92.84
"adult"	65.19672	113.96
"adult"	62.63767	143.88
"adult"	57.95264	170.06
"child"	61.61405	110.22
"child"	52.48021	64.9
"child"	55.70855	98.12
"adult"	65.23609	245.96
"child"	54.48808	72.82
"adult"	65.07861	232.1
"adult"	66.929	157.52
"child"	49.80305	64.68
"adult"	61.69279	132.88
"child"	61.37783	151.8
"adult"	65.47231	222.2
"child"	63.62192	205.26
"adult"	62.44082	157.08
"child"	60.55106	106.04
"child"	65.07861	148.94
"child"	51.5747	57.64
"adult"	61.61405	221.54
"child"	44.40936	36.74
"child"	46.29912	50.16
"adult"	67.24396	133.76
"child"	41.45661	37.4
"child"	38.50386	39.38
"adult"	64.80302	162.36
"adult"	64.5668	242.44
"child"	41.45661	38.5
"child"	63.34633	126.28
"adult"	61.77153	133.98
"adult"	67.08648	147.4
"adult"	66.37782	152.68
"adult"	59.48807	131.56
"child"	63.7794	126.06
"adult"	66.18097	170.72
"adult"	66.77152	168.74
"child"	67.59829	185.9
"child"	61.96838	168.3
"adult"	59.80303	104.5
"adult"	65.82664	130.9
"adult"	60.94476	253.44
"adult"	60.78728	119.46
"child"	60.6298	144.1
"adult"	64.84239	161.26
"adult"	62.28334	190.52
"adult"	61.25972	134.86
"child"	64.48806	104.94
"adult"	59.055	90.42
"child"	61.57468	111.54
"child"	39.64559	32.56
"child"	57.79516	76.78
"adult"	63.97625	175.34
"child"	64.80302	123.2
"child"	62.992	132.66
"adult"	67.95262	381.04
"child"	46.81093	54.56
"child"	39.17315	31.24
"child"	63.93688	173.14
"adult"	66.49593	126.5
"adult"	66.02349	181.5
"child"	59.64555	95.92
"adult"	69.36994	156.64
"adult"	63.46444	125.4
"child"	33.93694	28.82
"adult"	65.90538	194.7
"adult"	67.3227	178.42
"adult"	62.63767	183.48
"adult"	62.51956	118.14
"adult"	63.22822	126.06
"adult"	67.04711	170.5
"child"	39.64559	36.08
"child"	36.65347	31.24
"child"	64.48806	146.74
"child"	62.95263	103.62
"adult"	64.44869	178.64
"adult"	63.85814	125.84
"adult"	66.10223	242.44
"child"	45.43298	46.64
"adult"	66.65341	228.58
"child"	42.32275	39.6
"child"	38.30701	33.88
"child"	37.04717	26.84
"child"	35.59048	27.72
"adult"	65.23609	130.02
"adult"	63.22822	181.06
"child"	42.20464	38.94
"adult"	63.66129	195.14
"adult"	62.83452	133.76
"adult"	60.03925	164.12
"child"	65.55105	149.16
"child"	59.29122	135.96
"child"	38.5826	32.34
"adult"	62.91326	241.56
"child"	56.81091	91.08
"adult"	61.8109	95.7
"adult"	69.88175	145.42
"child"	68.18884	149.38
"adult"	65.31483	157.96
"child"	59.01563	125.84
"child"	53.07076	82.5
"child"	48.70069	68.2
"child"	45.98416	43.12
"adult"	65.66916	144.1
"adult"	67.08648	162.14
"adult"	66.45656	201.52
"child"	62.28334	112.42
"adult"	66.25971	120.34
"adult"	59.4487	125.62
"adult"	56.85028	112.2
"adult"	64.01562	187
"adult"	64.01562	166.32
"adult"	61.06287	127.16
"adult"	62.992	173.58
"child"	60.15736	134.64
"child"	53.58257	63.8
"adult"	69.96049	157.74
"child"	68.38569	220.66
"child"	60.86602	81.4
"adult"	62.36208	239.58
"adult"	60.59043	118.8
"child"	42.83456	41.36
"adult"	62.992	150.04
"adult"	65.27546	247.5
"adult"	67.12585	156.2
"child"	59.055	167.42
"child"	61.14161	105.6
"child"	57.67705	97.68
"adult"	65.86601	146.3
"child"	36.85032	29.7
"child"	49.68494	91.96
"child"	35.19678	30.14
"child"	39.33063	34.32
"child"	63.66129	117.7
"child"	41.69283	40.48
"child"	42.00779	38.28
"adult"	63.42507	215.16
"adult"	59.48807	122.1
"adult"	60.27547	269.06
"adult"	62.28334	211.42
"adult"	69.76364	161.48
"child"	35.433	26.84
"adult"	61.33846	99.88
"adult"	64.09436	312.18
"adult"	62.75578	139.48
"child"	63.34633	117.48
"adult"	64.44869	236.94
"adult"	65.15735	111.76
"adult"	57.55894	177.32
"child"	59.92114	183.04
"adult"	62.5983	221.32
"adult"	65.15735	172.92
"child"	41.77157	38.94
"child"	44.68495	44.66
"child"	68.85813	119.9
"child"	52.08651	70.62
"child"	59.36996	102.08
"child"	46.65345	52.8
"adult"	62.16523	195.8
"adult"	60.31484	172.7
"child"	47.48022	61.38
"adult"	63.34633	179.08
"child"	61.4172	123.2
"adult"	64.99987	166.76
"child"	59.01563	138.82
"child"	66.29908	292.82
"child"	67.16522	131.34
"adult"	62.55893	113.74
"child"	49.09439	53.02
"adult"	55.78729	115.5
"adult"	59.48807	129.8
"child"	37.59835	34.32
"child"	66.65341	166.76
"child"	40.51173	43.12
"adult"	62.32271	174.9
"child"	42.71645	38.72
"adult"	63.66129	162.14
"adult"	64.29121	176.44
"adult"	62.16523	139.92
"adult"	64.84239	190.3
"child"	55.59044	73.26
"adult"	61.0235	235.18
"child"	48.89754	48.18
"child"	46.4566	49.5
"child"	48.85817	55.66
"child"	39.17315	32.56
"child"	60.11799	95.26
"adult"	63.70066	202.84
"child"	54.40934	79.2
"child"	60.2361	187.66
"adult"	60.94476	124.52
"child"	49.29124	51.7
"child"	57.20461	82.72
"adult"	62.63767	108.46
"adult"	63.58255	186.34
"adult"	62.71641	176.22
"adult"	64.13373	128.92
"child"	61.10224	128.04
"adult"	65.90538	244.86
"child"	59.52744	105.6
"adult"	62.24397	221.98
"child"	62.51956	170.5
"adult"	65.27546	267.52
"adult"	67.3227	250.58
"adult"	62.40145	140.36
"child"	63.66129	97.68
"adult"	58.42508	157.08
"child"	61.92901	120.56
"adult"	58.81878	91.96
"adult"	62.79515	122.1
"child"	48.97628	52.14
"adult"	59.80303	99.22
"child"	63.81877	163.02
"child"	55.15737	78.32
"adult"	62.67704	196.9
"adult"	59.29122	124.3
"adult"	59.48807	142.12
"adult"	65.90538	228.58
"child"	41.96842	40.04
"child"	42.9133	39.16
"adult"	62.992	236.28
"adult"	66.45656	181.5
"adult"	64.76365	145.2
"adult"	58.18886	139.04
"adult"	61.4172	142.12
"adult"	64.44869	219.78
"child"	46.57471	56.76
"adult"	64.05499	213.84
"adult"	59.96051	251.9
"child"	46.88967	59.18
"adult"	64.01562	177.32
"adult"	60.6298	125.62
"child"	59.48807	91.96
"adult"	66.88963	142.34
"adult"	60.39358	166.76
"adult"	60.66917	175.56
"child"	64.09436	156.86
"child"	65.82664	191.18
"child"	41.29913	40.04
"adult"	62.16523	180.4
"child"	52.04714	52.8
"child"	41.92905	40.04
"adult"	60.43295	185.68
"adult"	66.18097	187.44
"child"	62.12586	164.56
"child"	46.0629	49.72
"adult"	62.55893	157.08
"adult"	67.28333	238.48
"child"	64.88176	132.88
"adult"	64.40932	132.44
"adult"	65.66916	184.8
"adult"	65.15735	130.9
"adult"	63.50381	127.38
"adult"	64.25184	214.06
"adult"	67.16522	162.14
"child"	45.90542	43.12
"child"	61.10224	144.98
"adult"	63.74003	138.6
"adult"	65.19672	167.2
"child"	53.1495	59.4
"child"	62.83452	116.6
"adult"	59.40933	158.4
"adult"	62.75578	99.22
"adult"	62.992	234.96
"adult"	61.69279	165
"child"	58.97626	103.4
"child"	63.03137	108.9
"child"	57.75579	90.64
"adult"	63.11011	159.94
"child"	66.02349	121.44
"adult"	67.08648	139.04
"adult"	63.7794	270.38
"child"	65.51168	251.9
"child"	49.36998	53.9
"child"	63.66129	130.68
"adult"	57.63768	108.46
"child"	41.29913	34.32
"adult"	59.92114	119.24
"adult"	66.29908	208.34
"adult"	60.59043	163.68
"child"	36.57473	29.26
"adult"	63.7794	259.16
"child"	32.75584	30.58
"adult"	61.37783	96.8
"adult"	62.44082	151.8
"child"	59.76366	104.72
"adult"	63.22822	152.9
"adult"	66.65341	123.64
"child"	42.16527	41.8
"adult"	62.992	120.78
"adult"	64.48806	258.06
"adult"	64.84239	267.74
"child"	34.13379	28.38
"adult"	62.12586	152.24
"child"	61.10224	96.8
"adult"	65.59042	173.14
"child"	67.63766	241.56
"child"	59.09437	113.74
"child"	53.46446	103.4
"adult"	71.02348	330.22
"adult"	64.80302	109.34
"adult"	62.00775	141.68
"adult"	61.65342	171.38
"child"	37.12591	31.9
"adult"	69.33057	130.68
"adult"	59.92114	248.38
"adult"	66.49593	287.32
"adult"	60.66917	175.78
"child"	60.94476	119.46
"adult"	62.2046	145.2
"child"	68.03136	164.78
